Wavelength / nm	364.0 nm	375.0 nm	385 nm LUXEOSTAR 100mA	385 nm LUXEOSTAR 500mA	400 nm LUXEOSTAR 36mA	400 nm LUXEOSTAR 500mA	409.0 nm	416.0 nm	420 nm LUXEOSTAR 100mA	420 nm LUXEOSTAR 500mA	424.0 nm	439.0 nm	443.0 nm	452 nm LUXEOSTAR 30mA	452 nm LUXEOSTAR 100mA	452 nm LUXEOSTAR 500mA	472.0 nm	496.0 nm	505.0 nm	509.0 nm	513.0 nm	519.0 nm	521.0 nm	530 nm LUXEOSTAR 50 mA	532.0 nm	536.0 nm	540.0 nm	593.0 nm	613.0 nm	634.0 nm	639.0 nm	651 nm LUXEOSTAR 11 mA	651.0 nm	655.0 nm	669.0 nm	681.0 nm	687.0 nm	701.0 nm	734.0 nm	772.0 nm	811.0 nm	855.0 nm
463.0	3.977191726272134e-05	3.8717581276145146e-05	1.4543424812969557e-05	1.704690178752812e-05	1.8420671978768734e-05	2.3969111645311886e-05	0.0001331923286495157	0.0004350671025409314	0.0003230048056335441	0.0003923461645097971	0.0007047440700546681	0.005846439738916058	0.00830184265140421	0.01773474739101067	0.01636110063624023	0.016610502945508532	0.020302412261372416	0.0008597948241484848	0.0005425617745590062	0.00023154992660719446	0.00012298204327384235	4.726314039252544e-05	7.296217691597462e-05	2.5041972343143176e-05	2.8768397705159417e-05	0.00011845426739518956	-1.732185006336887e-05	1.3778380248814241e-05	-3.6522462584950387e-05	1.5855015483856984e-05	-5.846844687192882e-05	-8.092101925659493e-06	0.00010712248926869749	-3.501388351149151e-05	6.889733343779883e-05	-4.8505083111738395e-05	1.3952004023444926e-05	-5.5308063837216105e-05	2.174506083489111e-06	-2.676372371571105e-05	0.00021797300871572491	0.001061648606880517
464.0	3.7315753494762194e-05	3.355683462554986e-05	1.796044413088275e-05	9.788406855750579e-06	-1.68049751401073e-05	1.632898400716551e-05	0.00012082057727615902	0.00038408120767654614	0.0003011350049888054	0.0003490174435455565	0.0006416767405553106	0.0053533113103986125	0.0075237580821466725	0.016318095276952	0.015248243234262403	0.015312384243884711	0.023103213202156674	0.0010058771093405918	0.0006487138525832762	0.00026524201060830314	0.00022419606677624823	2.9652797717168184e-05	9.618705859288156e-05	4.740628070124579e-05	1.7421765348596197e-05	0.0001345114734750349	8.472453524195666e-06	6.0276526342817215e-05	-5.4942877313814224e-05	1.6963641706899566e-05	-6.634086372011148e-05	5.0506906796721075e-06	-2.124879843926024e-06	2.646912794831343e-06	7.294298482165579e-05	-5.516262880218626e-05	-1.1585786744958813e-05	-6.173501116862163e-05	1.256103875370714e-05	1.3973311833806217e-05	0.000184142855567484	0.0009743953687524419
465.0	3.7843348392291785e-05	3.208867435415589e-05	5.905959314909688e-07	1.3936118245338378e-05	-5.6074184400674084e-06	1.149543386874615e-05	0.00011082379172944189	0.0003544578253000962	0.0002418678452415632	0.0002888620348282131	0.0005856781754731775	0.004854078152979303	0.006785151785506737	0.015120792624327273	0.01419438273291192	0.014161169378883039	0.025697875774988124	0.0011705713455816883	0.0007517230135203105	0.00030527085599865993	0.0003147232220643079	7.527389869173702e-05	0.00012049834315280332	4.683283689719175e-05	1.795640688979247e-05	0.0001541501001206675	8.997904199763352e-05	0.00010426015929683506	1.2398485162396046e-05	2.577881948136411e-05	-5.611886490245371e-05	-4.8433217310832125e-06	-6.563940995596991e-05	9.088664472424855e-05	6.812735464057338e-05	-4.667374949566935e-05	-2.012245193139721e-05	3.2069916977736826e-05	4.787714973966611e-05	8.320485036471915e-05	0.00017212056484663715	0.0007710030205213968
466.0	4.0114930064633154e-05	3.507006695503124e-05	-7.667200753465368e-06	2.0676149253417263e-05	9.089374728735159e-06	3.48835796998074e-05	0.00010187076389773729	0.00034273713530813516	0.00024033695919643163	0.0003023233850306954	0.0005321023360653445	0.004467765268840281	0.006085363265841857	0.013924458401995857	0.01313399853581899	0.012863472007574582	0.028122611157835858	0.0013690870505231845	0.0008191704174641823	0.00034908177086457606	0.00031898384459059956	0.00016826224144838168	0.00012384473675533303	5.612262652286509e-05	2.3349379080454923e-05	0.00015513964066250337	0.0001484054470926824	0.00011132477034714264	7.406038317381766e-05	3.1503727645683155e-05	-3.4883912762025316e-05	-2.923587979742321e-06	-7.297184739204713e-06	9.597710113108127e-05	5.927986941246983e-05	-2.9044113812278824e-05	-5.031095186774721e-06	0.0001391471490718799	5.217854344081779e-05	0.00012151129958948108	0.00021688003972746917	0.0005522449879114214
467.0	3.972809908154242e-05	3.785482792147337e-05	3.817780842853445e-05	2.1194613177115186e-05	1.002250445373898e-05	2.490463747855437e-05	9.322913884967474e-05	0.0003276205268159239	0.00021693627250656073	0.00029748571230167836	0.0004821296427779279	0.004142962589584997	0.0054765335979960975	0.013225090325179607	0.01237781710758581	0.012080780725074363	0.030437140674807753	0.0016067115264630286	0.000847343786758059	0.00038761475685799115	0.00027485623264429963	0.00022582073842313072	0.00010159394255557852	6.380677349718764e-05	3.065908767371685e-05	0.00013345080338657059	0.00010638813993604219	7.218766667604682e-05	4.574347800291879e-05	2.3131742446406735e-05	-8.028992310860792e-06	1.4354015782322343e-05	3.9129749271538915e-05	1.647129312475705e-05	3.105404432716037e-05	-2.438283612680768e-05	1.8466469051738817e-05	0.00013505439821959525	3.7804891914020598e-06	8.046964560114778e-05	0.00022881066014321047	0.00028235978027103543
468.0	3.6280928137362286e-05	3.890797463389237e-05	-6.81294592398707e-06	3.545237107882131e-05	4.579247724541181e-07	1.6484904979372446e-05	8.599978341463575e-05	0.00029448676258570823	0.00019200469977155885	0.00022407928697876578	0.0004399255701893731	0.00382391942600413	0.004972126921625817	0.012287165586112165	0.0113880590078785	0.011076610140133294	0.03246404101845586	0.0018728164091538321	0.0008773735893197591	0.00042779250890342366	0.0002529131160946211	0.00021930724630430038	8.64886907095433e-05	5.107632104719072e-05	4.294293733031069e-05	0.00010255134933271075	2.372734569881746e-05	7.6087956734853005e-06	-4.228726458116738e-05	3.1851593154419906e-06	1.9400263114514548e-05	6.970424431012579e-06	-7.343542979446052e-05	-4.1527896735125206e-05	-1.1238885675062476e-05	-3.807911259731975e-05	2.261004486104039e-05	2.1873512641065654e-05	-6.217278798736783e-05	3.934132818511731e-06	0.00014559662874555633	-9.592663546360989e-05
469.0	3.3805289690354915e-05	3.9022705469962734e-05	-1.9342016756334895e-05	3.260081949848052e-05	-1.0506349496335151e-05	1.5549379146129958e-05	8.08374818887019e-05	0.00026775635573041194	0.00021168752035182384	0.00022492062136642075	0.0004026112060716445	0.003476843013730127	0.004497818791138112	0.011649777048067541	0.01076263513343958	0.010458518567500337	0.0338116180239532	0.0021483785651485424	0.000987274667206803	0.0004998582212497626	0.0003082106201892534	0.00020247392180577773	0.00010182597552772373	6.162768704178281e-05	7.771059004188512e-05	9.762578130594433e-05	-1.0377372788134955e-05	-4.965288512088945e-05	-9.636526746341887e-05	-9.660816825690368e-06	4.395708175304816e-05	1.213893837692933e-05	-0.00018038449674378474	1.9067447384892454e-05	-3.790865199183834e-05	-4.3043847891120495e-05	1.5177288628663833e-05	-6.35282762879084e-05	-8.252373667945341e-05	-1.7176559556089248e-05	5.312173764219039e-05	-0.0002460066942736781
470.0	3.4969937034608275e-05	4.0024607653618126e-05	-5.104436265030475e-06	2.0676149253417263e-05	-6.540548165070568e-06	1.7108588868200617e-05	7.614311918826583e-05	0.0002761797165412876	0.00018719334362971636	0.00018558823874354266	0.0003689887291845039	0.0031766398508867415	0.004067407172345627	0.010597416129341036	0.009674028861286935	0.009469937204227582	0.03468319315149239	0.0024582662685077566	0.0012634157677495778	0.00061403365626866	0.0004245148819947769	0.00026607482314344955	0.0001473416932672421	4.752096946205647e-05	0.00012477965009872146	0.0001231605799675389	1.4163812801605977e-05	-4.8760930503082986e-05	-7.692238819962779e-05	-3.5138505625215173e-06	5.8037353562723146e-05	-1.1488553947261833e-05	-5.480408934526561e-05	0.00013154712425972754	-1.161067790907484e-05	-1.9710630207707925e-05	1.5236983857228363e-05	-3.6742758097779825e-05	-2.923047556036615e-05	3.3651395786063774e-05	4.093039299212608e-05	-0.00010195428790070517
471.0	3.8502939974646294e-05	4.3342170629935636e-05	1.1695908714708836e-05	-8.876294397391567e-06	-1.7971387296361748e-05	6.350041785912478e-06	7.083300803566681e-05	0.00028832484858424813	0.0001513268705723445	0.00016581688063364654	0.0003388782697552308	0.0029497915821478354	0.003701513581679731	0.00996228726198079	0.009113274666381833	0.008886675604331042	0.03523094515114458	0.0028254683786015605	0.0016104984086166554	0.0007355389204290613	0.0005312472572867712	0.00036466996502842493	0.00019563699311933675	4.970005591746129e-05	0.00014908286054060148	0.00014183638538787052	3.468819459111884e-05	9.395301821791378e-06	-3.223985684441071e-05	1.685268188593066e-05	5.575220608865332e-05	1.391100030124374e-05	0.0001795361809356609	0.00018257020628828513	3.370816782119621e-05	6.076493192717896e-06	2.6128138025683637e-05	2.937761246815003e-05	4.9822882066578996e-05	9.354614614297632e-05	7.472381096655664e-05	-1.4775994184215662e-05
472.0	4.266661844381673e-05	4.888017869232425e-05	-1.9342016756334895e-05	2.4823860643004318e-05	-1.820466972761237e-05	-3.3170584909262453e-06	6.592245508855825e-05	0.0002768353386535297	0.00012333352574707952	0.0001704442197657499	0.00031199459454223674	0.0028044644418837215	0.0033965468351184838	0.008896368319147994	0.00805927234555869	0.007948653878901474	0.03540417418344923	0.0032657915411421485	0.0018945722895328224	0.00084493249590459	0.0005956702836212916	0.00043696353507409404	0.00023988791701842267	5.153507609043376e-05	0.0001325641682918252	0.00013697308452276696	6.46290169469218e-05	8.218998839312275e-05	9.998661593885912e-06	3.799285227610151e-05	4.7769249480106356e-05	-7.501414617554409e-06	0.00033503229323946995	0.00014701864740604827	5.6286498412769765e-05	1.748124022514347e-05	3.043899015116187e-05	6.834234948533453e-05	8.033631364426849e-05	0.00011732591802559321	0.0001230092754934948	5.264365005039149e-05
473.0	4.461602819251987e-05	5.155606031105903e-05	2.3085973107752533e-05	2.7675412223345104e-05	-1.237260894634147e-05	1.1339512896538772e-05	6.26165073302484e-05	0.0002481997640487948	0.00014257895031444953	0.00016118954150154324	0.00028697960907382293	0.002630550876017763	0.0031204155585024713	0.008070942899153001	0.007311600085685222	0.0073127259895849495	0.03503616942717633	0.003786424001847996	0.002073306753077072	0.000956849227958748	0.0006269655844425799	0.00044961017254758367	0.0002773182529034311	6.071017695529642e-05	0.00010207289307690526	0.00013176490250094692	0.00011643795804689043	0.00010013265573909239	4.8023152058092914e-05	4.30026299555976e-05	4.5942393985280315e-05	3.278628755357697e-06	0.0003578140513371102	7.985652725675982e-05	5.693990940910297e-05	1.593977030042668e-05	1.6446101809493678e-05	7.559813401178502e-05	3.451784484810399e-05	0.00011282651030697745	8.246541863706244e-05	0.0001872194330348917
474.0	4.239732885031599e-05	4.799801669621452e-05	1.397392159331709e-05	1.83430615967744e-05	-1.2139326515090846e-05	3.231622341771154e-06	6.029713604737096e-05	0.0002382655455717093	0.0001051815912119461	0.00014604552252374983	0.0002646151217303135	0.002401286799485122	0.002874068670135629	0.007250198225575658	0.006607182764973628	0.006665000851438346	0.03435084355592833	0.004427173193962091	0.0022925725115866343	0.0010989371450299257	0.0006916564434596166	0.0004320850286536106	0.0003182071754065367	4.385092911611153e-05	9.5968927381408e-05	0.00014255817273682773	0.0001579990203131785	5.788284983958156e-05	9.28362159382593e-05	3.187278636450454e-05	5.3849182023902785e-05	1.0635513499646832e-06	0.00034407451556198637	4.387574878859276e-05	7.783651082226237e-05	2.440108869939081e-05	-4.951266092423153e-06	8.652531042059258e-05	-2.466056064975249e-05	9.060075272519165e-05	-3.34346025315318e-05	0.0005527459873453475
475.0	3.741900378969453e-05	4.309142334033601e-05	1.1411157104882197e-05	-8.401035800664051e-07	-3.7411589900604277e-06	1.6724126197000494e-06	5.7519848269508295e-05	0.00023080889516388845	0.00011611649153431546	0.00013111183714287122	0.0002456769280486044	0.00215953159422289	0.0026434306259823888	0.006638634495352541	0.0059925371704570105	0.006255046454593173	0.03337214936922197	0.0051732158429651665	0.002552978083267738	0.0012873278629860377	0.0007793840827653111	0.00037418912744286196	0.0003546367163464398	6.977058905934807e-05	0.0001096224970636552	0.00014411284893229968	0.0001346012017153441	-9.35485977569363e-06	0.00011021078801439948	1.4539268958238126e-05	5.0608129224374495e-05	-8.535117406738095e-06	0.0002458680932120398	1.9164076951815317e-05	9.070361513314233e-05	3.490133900675761e-05	-2.9919474203287344e-05	5.4095870047217245e-05	-5.12684364681577e-05	5.0901491620520476e-05	-0.0001381958444442916	0.0006030109722581099
476.0	3.395131761998269e-05	4.137143988198884e-05	6.285628128013222e-06	1.9379989444170983e-05	5.823420691223773e-06	-2.2963100989017557e-05	5.3877724305892444e-05	0.00022719576849414554	9.796455699918205e-05	0.0001182814877311298	0.00022848895740798508	0.00201061578671156	0.002412122004186284	0.005902788877488409	0.0053815788822296024	0.005580215732825085	0.03193308153237745	0.005961498750496594	0.002889564548921977	0.00153461673839266	0.0008936515302666122	0.000331186109821429	0.0003997989947688088	6.48389723444847e-05	0.00013701212442284878	0.00014653315407599145	8.128933743333227e-05	-2.618360617058307e-05	0.00011760890012839625	6.3360236405409095e-06	3.422295817138708e-05	-1.1340882120235772e-05	0.00013771707225790513	7.912870626189296e-06	6.64769528479622e-05	4.8100731795808924e-05	-4.4498738847068196e-05	-9.318745834766556e-06	-4.394859241269453e-05	1.5886573406460097e-05	-0.00010525975500195622	0.000276082098020405
477.0	3.332111975802867e-05	4.078431184058965e-05	1.739094091123028e-05	1.3936118245338378e-05	3.957161241216792e-06	-4.2718074577545514e-08	4.965140335351296e-05	0.00023625595216149697	6.844032612878487e-05	0.00011344381500211285	0.00021057360510987042	0.001916176278471773	0.0021765121317474773	0.005393394543209139	0.004916552831371275	0.005228685806376483	0.029999304591126687	0.006755036972259142	0.003303530108036463	0.0018063159771913074	0.0010457157961848817	0.0003883639127463447	0.00045901509507850037	8.273041903096634e-05	0.00017866116720784164	0.0001687943159154804	8.356644896316284e-05	1.647744678073156e-05	0.00013830609595167658	2.598753248151241e-06	2.532734729806443e-05	-3.809618941899527e-06	8.12501822097402e-05	-3.5294131012686933e-06	2.723414624373488e-05	4.8263559730300475e-05	-3.828919224673504e-05	-6.003756507455728e-05	-4.288875090552283e-05	-3.168765753103632e-06	1.8407047667116502e-05	-0.00016256326275414362
478.0	3.383442295897557e-05	3.890460577061061e-05	-6.52819431416124e-06	1.7522160384254162e-06	-4.674288715064249e-06	5.102674008256126e-06	4.592078180716431e-05	0.00025182986237540174	8.812314670904985e-05	0.00011596781816507843	0.0001925586109711174	0.0018145184707219594	0.001964958501031086	0.004890133600787475	0.004459468670982013	0.004780390350833562	0.028043829258025267	0.0076278337866183335	0.0038003929800070847	0.002051299167583044	0.001233771243848456	0.0005545990129941653	0.000520011550710093	7.791349107691367e-05	0.00022110017427060308	0.00019623669541077597	0.00011931023713639733	4.459432253577052e-05	0.00014300057209939353	-2.4560959599776598e-06	2.8230807134415682e-05	1.036687645261492e-05	2.5782340950911677e-05	-6.124176274597305e-06	8.552521352552015e-07	1.7870341494045085e-05	-1.6131993651066476e-05	-7.659402284311789e-05	-5.7799432129717236e-05	-2.7841389916720673e-05	8.125501467251131e-05	-0.0002579382565973184
479.0	3.4372922226246665e-05	3.856139242572394e-05	-2.4467545733204678e-05	1.62692059019805e-05	-2.7535966977645952e-05	-4.252584324168731e-06	4.2643247852306575e-05	0.00022832176198540565	7.062730619325861e-05	0.00010524080472247476	0.00017704900789256752	0.0016475505345107326	0.0017902672641605256	0.004544081175979251	0.0042471649204071675	0.004492762188881209	0.026380932282678383	0.008641254117590034	0.0042614762591357885	0.002294363513242308	0.0013673040336272479	0.0007197907200883886	0.0005624777077770599	9.052925476609957e-05	0.00022489805821674264	0.00018328321221138208	0.00012046138214364081	-1.8474659115601646e-05	7.37259171428062e-05	-1.1147519408356053e-05	1.2216199022536832e-05	-1.0159507504026026e-05	-0.00013483800797381283	-3.915033713295914e-05	-3.246486281859054e-05	-4.2773430565791596e-05	-2.1724285576064587e-05	-9.849566129490104e-05	-8.461960941206478e-05	-7.440557599198707e-05	2.839010566403387e-05	-0.0002505235974284138
480.0	3.516998928224264e-05	3.974701747742989e-05	3.305227945166547e-05	3.8303922659162826e-05	-7.473677890073726e-06	-2.537453629890693e-06	3.9986616772539474e-05	0.00016846607987320265	8.440528059944455e-05	9.682746084592368e-05	0.00016470404330111766	0.0014660064198695891	0.001638631071586102	0.004175109234229436	0.003893608975061084	0.00421454373730523	0.024928930129190147	0.00978636031868785	0.004729694538783923	0.0026113013372499796	0.0014326533357282097	0.0007971745023022546	0.0006102886442658945	0.00010199813084717775	0.00019019389553880776	0.00014018797088429175	5.659744454110789e-05	-0.00012636807132866665	-2.5146498205232504e-05	-1.4644877383499096e-05	-3.091101075083667e-05	-7.501414617554409e-06	-0.00031298038264704505	-8.761309736887238e-05	-7.00330336685261e-05	-8.401462735532223e-05	-5.847405558986113e-05	-0.00010857119548731016	-0.00010354080085656862	-9.832160001049369e-05	-0.00011036909708342467	-0.00044135549325298836
481.0	3.5793891242293177e-05	3.909866831048929e-05	-1.9626768366160724e-05	4.1673938163202275e-05	-1.68049751401073e-05	1.149543386874615e-05	3.842225905840665e-05	0.00011381845091600683	6.625334606431112e-05	8.757278258171701e-05	0.00015400667218131654	0.0013280360525332812	0.0014908187507492816	0.0038737660079621998	0.0036722287782358786	0.003913573448699815	0.02349144823202515	0.011036651904480482	0.0052966628089014395	0.0030170636602911984	0.00151629236378041	0.0008130689941912793	0.0007062770876621984	0.00010555348243231199	0.00015675955648451254	0.0001137390349259534	8.194180533944358e-06	-0.0001724860424997252	-8.140109708370551e-05	-1.2171442494137119e-05	-5.948693596087497e-05	-1.0454851158078567e-05	-0.0003708382869824501	-0.00012169369127619864	-8.486631185637714e-05	-7.762371561191812e-05	-9.37293158778541e-05	-9.553965732848564e-05	-0.00010178364255283671	-7.281579990943688e-05	-0.0002347319069304355	-0.0006921974105915789
482.0	3.5612483454556794e-05	3.7639482793791785e-05	-2.81693166609437e-05	3.3119283422178446e-05	-3.974441421311715e-06	1.0403987063296287e-05	3.875398827159504e-05	9.09668899072125e-05	3.257385307141365e-05	8.399711143418226e-05	0.00014347325525695072	0.0012662671652128297	0.0013497685531595031	0.0036058336268140405	0.0034434739688322547	0.003606704535679362	0.022109068413383497	0.012392092611281927	0.006062759735042545	0.0034677801275177235	0.0017070913890604945	0.0008854105176479208	0.0008445149010873103	0.00012963812220257606	0.00016421864143655	0.00014220117360335847	-6.680271763781749e-06	-0.00013618778635103324	-0.00011144534911090524	-8.667630856486435e-06	-4.5004130592757696e-05	-7.085105743497275e-07	-0.00037629740129747804	-9.583471102207241e-05	-8.453755461433483e-05	-4.5420573911805614e-05	-8.776451054996297e-05	-8.197247516929875e-05	-8.370435317334111e-05	-2.5586915625125092e-05	-0.00032155271777191527	-0.0007147878016183569
483.0	3.508635084277778e-05	3.913479749580299e-05	2.6787744035491556e-05	3.467467519327369e-05	-1.610512784635477e-05	-6.903240851688812e-06	3.919247067326547e-05	9.050025585797697e-05	7.062730619325861e-05	6.46464205181139e-05	0.0001326674191974306	0.0011857000053003368	0.0012237320448547945	0.0034037545056107297	0.003177987916009202	0.003372163993462357	0.02084732047932119	0.013829109799746366	0.006986266260725869	0.003952182996714246	0.0019799817730246838	0.0010618281142024365	0.0009989311389904264	0.00014271264093500534	0.0002272168526670187	0.00020384357831705534	5.882493938834441e-06	-9.739434814040806e-05	-0.00015358647984519344	-1.3972519688738243e-05	-1.2296459901976743e-05	7.682076959125613e-07	-0.000421330465462694	-5.179175995075939e-05	-9.960874840437954e-05	-3.109273724202749e-05	-6.450434379648017e-05	-0.00010368129107722946	-6.351418791733979e-05	-1.968313522086077e-05	-0.00033446835506541965	-0.00046102870874271354
484.0	3.571470864862642e-05	4.252451363777476e-05	1.9099450570186878e-05	4.245163404874989e-05	1.1577720662066528e-06	2.452017480735602e-06	3.840729016867806e-05	9.855789910627034e-05	6.581595005141612e-05	6.107074937057916e-05	0.0001223941798382084	0.001044267755829423	0.0011132495116323816	0.0031810155381502116	0.0030120591329947945	0.003110517867623866	0.019699775252011876	0.015312526577486683	0.007945201111172159	0.0044830863102728975	0.002272768054381478	0.001299059178009407	0.0011523955193416683	0.00016266848531608111	0.00032401851142006404	0.0002345980747040711	-2.9252142389438663e-06	-9.48728842780428e-05	-0.00018572956586525205	-2.7914497448916305e-05	-1.6686311030840175e-05	-5.138665385135335e-06	-0.0005327606533622761	-5.992482396105354e-05	-0.000116671217591168	-4.84533494762996e-05	-4.734942079453994e-05	-0.00014553253557238698	-4.330317942562308e-05	-6.349083316573781e-05	-0.0003072978618021569	-0.00037394297296769084
485.0	3.76449445444593e-05	4.2296884934388974e-05	2.6218240815839084e-05	5.852401568340021e-05	3.0240315162136337e-06	2.9197803973568447e-06	3.6005914127391016e-05	0.00011191656944000865	5.050708960009926e-05	3.709271932240748e-05	0.00011460474900818497	0.0009055797334157919	0.0010145058405231287	0.0029511747485387787	0.0027630241390005214	0.0029227449904118095	0.01866652618348153	0.016839606192488435	0.008831701903559445	0.00509585706945004	0.0025614120963917877	0.0015121110207156274	0.0013243001164926066	0.00019902482249309908	0.0004120432036070385	0.00021169711530765454	-2.1028421964851595e-06	-8.815616801556067e-05	-0.0001789243908419803	-3.8316340230593885e-05	-5.625810154172872e-05	1.05145482796414e-05	-0.0006032445827911013	-0.0001246928837112815	-9.841841159033148e-05	-8.719463042696904e-05	-5.240578874333695e-05	-0.00017075126192986543	-1.9968120293737512e-05	-0.000115497384164645	-0.00026955689501318586	-0.0005529012010322656
486.0	4.051771396056661e-05	3.915493940132363e-05	6.85513134766488e-06	2.534232456670298e-05	7.456397709979466e-06	-2.8492955743050024e-06	3.324582664974867e-05	0.00013182611068133558	1.5515408568517404e-05	7.579410115454477e-05	0.00010946331221629682	0.0008677743517987081	0.0009264696612352503	0.00271019701055432	0.002536538441159487	0.0026925581947868566	0.01772140876447304	0.018386551606650845	0.00974668303754411	0.005797850253061382	0.0029230464241353136	0.0017567471310201538	0.0015112040651129187	0.00020567677062012423	0.0004751272097448441	0.00019481560650044618	4.811636988457933e-05	-4.284176705280161e-05	-0.00014441853749645297	-2.928686352275996e-05	-6.999232222852388e-05	-2.3329006716376576e-06	-0.0005681907510365319	-0.0001578749593954555	-4.504917629367633e-05	-0.00010703370384354226	-6.153386273008924e-05	-0.00015032862740984774	-9.592874575099082e-06	-0.0001058752510997353	-0.0002533817895555072	-0.0007618138545481346
487.0	4.2486790697653246e-05	3.7274000876013e-05	2.2231718278274235e-05	4.037777835395599e-05	-2.8469096702649104e-05	-5.4999521018250826e-06	3.0765207360255886e-05	0.00015518438469557238	2.3388536800623026e-05	5.455040786625165e-05	0.00010430599693986258	0.0008684814364827904	0.0008500323602880895	0.0024718017533520127	0.0022909071145090993	0.0024553492272392386	0.016774819863614898	0.019896213913640624	0.010784685054697948	0.006567321034221212	0.0033998550523713527	0.0020890869799124905	0.0017202193983116357	0.0002432946841660606	0.000547475004433319	0.0002375839431377444	0.0001668422295610015	-3.301213410978924e-06	-0.00010301322804333359	-6.897958556446882e-06	-3.389629621785307e-05	2.0972541391479495e-06	-0.000399955019548631	-0.00011742136918544438	7.467009270072852e-06	-8.8248567924035e-05	-6.7827856156547e-05	-9.100613663770318e-05	-2.3165361952908078e-05	-2.7199832333674255e-05	-0.0002431981849267979	-0.0004966227363075336
488.0	4.24047172857095e-05	3.817696328446126e-05	5.611715984757869e-05	2.79346441851948e-05	-5.374136008816785e-06	2.6307926228418098e-05	3.024540020899214e-05	0.00015619876523712288	3.826000123904552e-05	7.705610273602756e-05	9.650844323805764e-05	0.0008379075104708823	0.0007825167860665004	0.0022177502064079143	0.002037475716862307	0.00218401250414747	0.01575717130589487	0.021324843200492417	0.011934190132315904	0.007348537675569228	0.003949376700996239	0.002482569964927097	0.0019370447148973327	0.0002607273758092995	0.0006411606444343302	0.0002964322184486483	0.0002806808800061347	1.0227763561649747e-05	-5.967696359049708e-05	8.78425762950886e-06	-5.220538083839106e-06	-5.434009039187876e-06	-0.00022205542524948022	-6.315354480355898e-05	3.914232301312138e-05	-4.7785208789008425e-05	-5.9530590483625796e-05	-3.193193879811067e-05	-3.572008040481426e-05	6.788675932796289e-05	-0.00021873401380815183	0.00013219554800287148
489.0	4.0169108787740394e-05	3.941310046742332e-05	2.5648737596186615e-05	3.6748530888067585e-05	-1.1672761652588934e-05	-1.2900858522343406e-06	3.061029768381956e-05	0.00013138622234981254	5.0288391593652074e-05	5.959841419218277e-05	8.709086058800417e-05	0.0007727888600713243	0.0007190317397506942	0.0020230957174532877	0.0018586413618356678	0.0020108457445345554	0.01470827979304452	0.02270120836102063	0.013113878203891054	0.008179056149060874	0.004497340690979705	0.002897813709041062	0.002171662752916304	0.00031015823171874645	0.000726259909814508	0.00032652830923373397	0.0003505591264369696	1.8515279270791678e-05	-1.6216820755518723e-05	4.513693585875325e-06	-2.9164015298404593e-05	6.205358688860805e-07	-0.00011815896935987457	-5.129176300912702e-05	6.066573365626273e-05	-2.540551415809004e-05	-4.051762169823741e-05	1.3047047784154304e-05	-2.862775081661643e-05	0.00010731049804159626	-0.00021347196134021822	0.0005763933179752496
490.0	3.807885537522425e-05	4.040946111802176e-05	9.702647445925602e-06	1.678766982567916e-05	-2.419225212984167e-07	8.928077586649402e-07	2.9765580431586692e-05	0.00010136345625191301	3.957218927772989e-05	3.8985721694631655e-05	7.842324216498193e-05	0.0007407744395778495	0.0006565689300770131	0.0017908338521085885	0.0016663341569061493	0.001800461473731517	0.01367833401994398	0.024042380074567788	0.014447138250073474	0.009096040646184243	0.00497791361786154	0.0033774158889217695	0.0024322849946260337	0.0003558043585214374	0.000804197536656066	0.00036051136253627736	0.00037945365922241925	3.508934665851131e-05	2.153514860975732e-05	-7.0093177341788325e-06	-6.779824055529634e-05	5.641377987776771e-06	-1.8220416769151842e-05	-6.818864129148505e-05	6.915281840312835e-05	-2.0645578431447122e-05	-1.746355257414142e-05	1.3712325066476744e-05	-2.4285443060635244e-05	8.439864465570282e-05	-0.00022819255065657971	0.00031754712797763413
491.0	3.7206311720543986e-05	4.186557373053904e-05	4.956787282157814e-05	4.7377041323884565e-05	-4.674288715064249e-06	-3.652822557103315e-05	2.7168473594477137e-05	9.797715463973959e-05	4.197786734865083e-05	4.550606319895917e-05	7.152668844803142e-05	0.0007176726946975595	0.0005971801728282298	0.0015863336551720114	0.0014869325239888617	0.0016143739177808993	0.012671857993160856	0.02532194328105381	0.015889670497962412	0.010087888549605392	0.0054022522249753705	0.003900870535753566	0.0027613448047561022	0.00040661147956061374	0.0009111371027686173	0.00044496523496761743	0.0003865207686016026	3.574607811619402e-05	3.143265870125895e-05	-1.3924736579296304e-05	-7.994812907315535e-05	-8.561824013757885e-07	0.00017428901072157586	-7.127772241308325e-05	5.1518844451919575e-05	-2.96542357206163e-05	-1.118584390039286e-05	-2.529362305096895e-05	-4.945129673626253e-05	3.714022282926372e-05	-0.00019759130142905988	-0.00030888802832882507
