Wavelength / nm	364.0 nm	375.0 nm	385 nm LUXEOSTAR 100mA	385 nm LUXEOSTAR 500mA	400 nm LUXEOSTAR 36mA	400 nm LUXEOSTAR 500mA	409.0 nm	416.0 nm	420 nm LUXEOSTAR 100mA	420 nm LUXEOSTAR 500mA	424.0 nm	439.0 nm	443.0 nm	452 nm LUXEOSTAR 30mA	452 nm LUXEOSTAR 100mA	452 nm LUXEOSTAR 500mA	472.0 nm	496.0 nm	505.0 nm	509.0 nm	513.0 nm	519.0 nm	521.0 nm	530 nm LUXEOSTAR 50 mA	532.0 nm	536.0 nm	540.0 nm	593.0 nm	613.0 nm	634.0 nm	639.0 nm	651 nm LUXEOSTAR 11 mA	651.0 nm	655.0 nm	669.0 nm	681.0 nm	687.0 nm	701.0 nm	734.0 nm	772.0 nm	811.0 nm	855.0 nm
393.0	0.0043780014429947705	0.007527423670647685	0.025606309606322833	0.035701104146215024	0.021300543592561293	0.014744156255770852	0.003709932734987745	0.0008797723786808696	0.00023290122697722037	0.0003565894530344532	0.0002322614366558556	7.885352690070141e-05	-2.997544841447762e-06	2.312575672627556e-05	3.257383184121107e-05	4.112652022707335e-05	-1.1278905653264169e-05	-8.028488465674562e-06	3.2030153946114316e-05	3.200081280722227e-05	7.019314515198322e-05	2.1572889365015382e-05	-1.1234995103541353e-05	2.802388012422372e-05	4.438992758057829e-05	3.100258335991197e-05	4.933295209120737e-05	-3.722972691435368e-05	0.00014008727712325927	1.0845780874668003e-05	6.346706707157668e-05	-8.561824013757885e-07	0.00029747550839741765	0.00012060879652446697	-8.626931390505506e-07	4.2195462274391284e-05	5.757541551115829e-05	1.836131458628142e-05	5.3909273664656706e-05	1.956388645542976e-05	8.350002352303013e-05	0.000686408627566652
394.0	0.003842713270185077	0.006567119768191609	0.023188483687289523	0.031042705791784957	0.0278168217446909	0.018444316847216948	0.0047693859528578665	0.0011130469076192186	0.0003177560534788066	0.0004432468949629344	0.00030272918799791537	3.789265133314844e-05	-1.5348955979877574e-06	1.166599825548113e-05	3.583567971243432e-05	3.747499082728777e-05	-1.0455243904462102e-05	-7.750185500118931e-06	4.521153617514603e-06	1.9897508863966243e-05	7.752094597805544e-05	-1.6820024338281527e-05	-5.795962380323696e-06	1.449060634855141e-05	2.4961046302363314e-05	1.881912716794548e-05	4.550133504677516e-05	-5.0955627955012834e-05	0.0001219919644367241	5.179053108645827e-06	3.067251853720711e-05	9.480845490457715e-06	0.0002050520679937503	5.219622626789375e-05	7.349098702615561e-06	5.020908154537955e-05	2.7159307975354355e-05	-1.2210398764709915e-05	6.092382867653873e-05	-2.8110674848522865e-05	0.0001467629458456341	0.00047224190728542553
395.0	0.0033779334902627432	0.005741169731259062	0.01986884941993698	0.02776082915477413	0.0353642082429492	0.023054744074407954	0.006078301115231656	0.0014347016800666916	0.00036171435277473126	0.0005482033598229149	0.0003916397131197722	2.8357267264075383e-05	-6.174053483156108e-07	3.200303441491957e-05	3.143927605991579e-05	3.845809489646075e-05	-1.0737202761872656e-05	-7.094498587387127e-06	5.5552624007795285e-05	1.1253809574808874e-06	6.471415562242737e-05	2.6909830393733308e-06	7.049448274476886e-06	2.0225044389090494e-05	2.5957830510654793e-06	1.376274566573312e-05	5.075536540557935e-05	-7.140156806175135e-07	0.00012529815170230838	-2.4447420859200693e-07	1.8743185156105593e-05	4.016987890488841e-06	0.00011509217947435724	-4.033274073818785e-06	4.789016580462965e-05	6.497745193102159e-05	5.206972923644714e-06	4.803832340458815e-05	4.9611519029399764e-05	-4.6123878940045866e-05	0.00020945783139545373	0.0005107279673021649
396.0	0.0029632770743736473	0.005020106499852633	0.01691910749374853	0.024062366755071632	0.04422264200483719	0.028437603797912804	0.007645145540112664	0.0018646092833421546	0.0005172086353588239	0.0007232009124551879	0.0005050120197792953	6.210919551386347e-05	9.646872409549557e-07	3.2164439463803854e-05	4.4628487017471375e-05	3.410434830440853e-05	-1.1613921301594646e-05	-6.298154105817368e-06	7.324704886584037e-05	-1.471555882961281e-05	3.6619615321944755e-07	-3.0105960614070498e-06	1.7087155108835624e-05	2.2174753322873636e-05	-1.8620773659625565e-05	9.638113967288721e-06	7.5205422499636225e-06	3.995839246289292e-05	9.723694266807563e-05	-7.906765298223366e-06	3.6017147470224736e-05	1.1548251068824666e-05	3.9957252559299934e-05	-4.449810459384712e-05	5.2956718281271375e-05	4.4901975693512044e-05	-4.677525965240773e-06	0.00010490080076172154	3.9641179993042505e-06	-5.120767094402267e-05	0.00015534840340936416	0.0005309625722257737
397.0	0.0025878103747141324	0.004355802879432311	0.014213967200400694	0.021460714785953093	0.054464907148905166	0.034387704018306986	0.009570017538594149	0.002436305268942412	0.0006453656671369926	0.0009120804824837703	0.0006580503570646103	0.0001104628110837891	3.903108750409064e-06	2.6353857703964503e-05	1.924280141099372e-05	3.761543426574094e-05	-1.2014863801316608e-05	-5.410741486289155e-06	5.5754754836114216e-05	-1.906398373448989e-05	-4.1399237466493885e-05	-7.386267032285505e-05	2.323984505986103e-05	4.178653142151739e-05	-2.1849649040932463e-05	1.1423067944367298e-05	-2.9372556134810715e-05	5.4659717867477654e-05	5.1889540193390105e-05	-8.796768342562375e-06	6.08468139102093e-05	8.299470874248387e-06	6.0612645149524015e-05	-5.037827881348486e-05	7.222684610064613e-06	2.614261419221904e-05	9.540664033641328e-06	0.00010019896195525489	-2.4940030390310695e-05	-5.508152491484309e-05	8.540220002310334e-05	0.0003895176075228692
398.0	0.002278881481477984	0.003784296020102976	0.01148804003953555	0.018385964486459773	0.06325895495976792	0.04097115522780632	0.011924924547259245	0.0031287211609797648	0.0008117948500434547	0.0011228347465913873	0.0008574332182562332	0.00013010665977642794	8.502885698055749e-06	3.184162936603528e-05	2.633377504408807e-05	3.0452818904622948e-05	-1.1634395380973806e-05	-4.308691841694155e-06	5.546488260929601e-05	-1.3779066353884689e-05	-1.3251380078071906e-06	-9.64083796489952e-05	2.230317649806756e-05	1.5293427674226807e-05	-5.387496870633043e-06	1.1402584421441629e-05	-1.24583167200389e-06	6.94190759301718e-05	3.146303382027601e-08	-1.9803704737481275e-06	6.695260874031836e-05	1.654238658069347e-06	0.00013973466926295335	-4.96201600487505e-05	-4.6116215753255855e-05	4.87253996701257e-05	2.7424079660019155e-05	6.101831304048628e-05	-1.9015263081228304e-05	-6.223323662312327e-05	5.289936270004484e-05	0.0003056455614771041
399.0	0.00202507750228654	0.003305807271347482	0.009632598549908757	0.015531820586500114	0.0707543194758573	0.047374517714406476	0.014760873144756138	0.003965642159635407	0.0010259001983554468	0.001444014149078743	0.0011063274566835409	9.879548362617264e-05	1.2883532310884392e-05	4.071890705467884e-05	3.782115232970095e-05	3.227858360451574e-05	-1.0957348194140994e-05	-3.384304309780462e-06	7.5227329577298e-05	-8.430944569952156e-06	5.263843098526879e-05	-4.0238034626511304e-05	1.3002258567875004e-05	2.9629522775574505e-05	1.1190297187903961e-05	1.4129359413012483e-05	4.848229477324732e-05	7.589871859995909e-05	-2.4199184314380263e-05	7.345664898010856e-06	3.461829258243441e-05	1.3024969339086535e-05	0.0001301751738841527	-5.3765556148417674e-05	-6.945277210435453e-05	7.774231010568301e-05	2.8612163125295467e-05	2.6129030574715458e-06	7.061934205287744e-06	-5.642859627016432e-05	-2.9861869956578463e-05	0.0002545408534823067
400.0	0.001799169851413739	0.002902491739759553	0.008047955841226575	0.013298796467131132	0.07504531651628517	0.052829257006098786	0.018053300649531027	0.00495403995897936	0.0013594146581877126	0.00180852227253034	0.0014063613878975438	5.5979065814422665e-05	1.5669027417733487e-05	5.330850086766465e-05	4.533758438078098e-05	3.5508782688941416e-05	-1.0382489991180775e-05	-2.418831575398241e-06	2.8682836160538247e-05	-1.1781389440011829e-05	-6.403268923934585e-06	-4.826630673074263e-06	-5.540870461785737e-06	2.2060064562062956e-05	1.7019120484644091e-06	6.785386094948655e-06	4.094996987421517e-05	3.170933559495974e-05	-1.8255431964531267e-05	6.533102445116898e-06	-2.762636080256813e-05	1.6126077706636757e-05	-6.52537180926454e-05	-8.795532464781946e-05	-7.545139956877418e-05	4.125623160034874e-05	-1.36517264855173e-07	-8.173732126483382e-05	1.4648966301602478e-05	-4.5447332234081636e-05	-0.00027836908782336625	-0.0001142638228565386
401.0	0.001595482377976242	0.0025605858365382967	0.006772838132425351	0.011267195582118975	0.074787539429753	0.05761026177688433	0.022027757801361517	0.00613988896997653	0.0017941862950051186	0.002341086939916054	0.0017890048502705207	6.767554298404563e-05	1.760811632414476e-05	3.4585515197070445e-05	4.193391703689556e-05	4.7306031519018356e-05	-1.025036874922929e-05	-1.4273492789349667e-06	-9.589150272281663e-05	-2.7088326134756342e-05	-0.00014885334168302885	-6.0005638921219695e-05	-2.067354960840644e-05	1.9078156780982744e-05	-2.7739002748102252e-05	3.1989354241544723e-06	-2.7800270290780167e-05	-4.0071372758591765e-05	1.6139906350744754e-05	-1.9552211848600816e-06	-8.70966779992046e-05	-2.923587979742321e-06	-0.0002973659133291376	-0.00011929432996133274	-7.29618643720888e-05	-3.4255995955024645e-05	-3.48467964992149e-05	-0.00017737483317065364	-7.067060598547013e-06	-3.6506983161179414e-05	-0.0005466597933210751	-0.0008310881634485094
402.0	0.001420661015405488	0.002270845501734092	0.006163469687397521	0.009447127977975764	0.06982632196434145	0.059751368567231886	0.02660857285879443	0.00755834259307811	0.002291724259672925	0.00303140180498711	0.0022660474842436593	0.0001506445556839909	2.1477457148776514e-05	3.426270509930142e-05	5.2712196959198835e-05	5.2642882180243564e-05	-1.0324184818087534e-05	-6.7046988801308e-07	-0.00018570435674244038	-3.556619931712221e-05	-0.00023429261301839512	-0.0001136902941446913	-2.1774188224033824e-05	6.691770613418183e-06	-4.233296319717242e-05	1.4830649696990096e-05	-6.00128585942082e-05	-5.304660644255545e-05	4.91282846782528e-05	-7.2201543423968795e-06	-9.056378453839241e-05	7.682076959125613e-07	-0.00030978641711415896	-0.00010532276759926665	-5.75729319236776e-05	-6.206271251358168e-05	-4.6725880545850235e-05	-0.00020938041041424328	-3.229639366215057e-05	-3.646207025534256e-05	-0.0005786023961139603	-0.0013348236699973828
403.0	0.0012776137606476717	0.002020850419720901	0.005447888891904562	0.008265807927828972	0.060717342871290075	0.05956691405711092	0.031571930604747264	0.00926977193978223	0.002883521065119555	0.0037206650020735967	0.0028381668225845556	0.00024286126664600124	2.9134574062532495e-05	3.668378083256801e-05	3.8104791275024866e-05	4.379494555768596e-05	-9.908760422179923e-06	-8.322131562697326e-07	-0.0001662767812053557	-2.986512505107664e-05	-0.0002089928804590582	-0.00010875751654304182	-1.2881089359650912e-05	3.146454294854697e-05	-2.9362554550927918e-05	4.489762436982913e-05	-2.2439773287110492e-05	-7.756560619730855e-06	6.495369681691711e-05	-5.599732261733373e-06	-5.254527150903386e-05	1.391100030124374e-05	-5.773464957783289e-05	-3.7941727658614016e-05	-3.064426742763819e-05	-9.434417081948766e-06	-2.3705114161171402e-05	-0.0001707139457311734	-3.639236288186216e-05	-3.820666041904237e-05	-0.00038078279102403997	-0.0012524531907006768
404.0	0.001149416782833636	0.0017827846992536005	0.00497121469705569	0.007181699863375633	0.051429202871038034	0.05967216071335069	0.03643026941627434	0.011274090985389318	0.0037259457859548906	0.004755295965292526	0.0034893118052656304	0.00028951182573747585	3.9835133286577475e-05	4.1041717152447875e-05	6.306501846351684e-05	5.713707221074935e-05	-9.127554420867161e-06	-1.5390538712056696e-06	-8.400330429308765e-05	-1.1711806566128863e-05	-0.00015150092280037284	-9.030965757930285e-05	-5.671382810038033e-06	-4.5477279460382995e-06	-2.0685634279227332e-05	5.861414523168958e-05	3.7163815743398526e-05	2.1720708212237182e-05	5.367237303804064e-05	-9.09560751874546e-06	-2.7560797096652372e-05	1.1252907414772125e-05	0.0001743049641522078	2.0782247419700595e-06	-1.2231275957123767e-05	5.2768189228026274e-05	8.424434562133337e-07	-0.0001185879907106324	-1.4715557314177347e-05	-3.063511302031589e-05	-0.00019524112743066937	-0.0008485559719677597
405.0	0.0010355244997988199	0.0015697463093161668	0.004562311385345427	0.006363823023741416	0.04151166687127123	0.05704582785749472	0.04113230227340611	0.013615554971995432	0.004909539396848151	0.006098486315183983	0.004259340115894023	0.00032176502796820507	5.2653196637361435e-05	4.3947008032367785e-05	7.199964524121565e-05	8.325955176306228e-05	-9.218275008755005e-06	-1.7816734533770245e-06	-2.099624014784047e-05	3.0714908771015995e-06	-0.00010876514751131784	-0.00010150726438967617	-3.930673316533837e-06	2.4697906060711143e-05	-3.120732449428115e-05	4.724176343673735e-05	7.417782589835687e-05	4.011695825067321e-06	2.852956734368621e-05	-1.6697744830862568e-05	-3.899629804284689e-05	4.312331544540964e-06	0.00020569962326848099	-2.7700405645136055e-06	-2.5336056482685932e-06	6.800467182689688e-05	-2.2137598398556405e-06	-0.00010169148701452568	1.3710932102375374e-05	-3.3033623393239027e-06	-0.00017188810221775475	-0.000496926511638356
406.0	0.0009332183370993802	0.0013915654003488016	0.004148567296268121	0.005823324383285841	0.03444624187597716	0.052586176210427965	0.04563067710894161	0.016345456674565963	0.006279901105247481	0.007620880889645989	0.00521368823771383	0.00038770849388274336	6.725129750555539e-05	4.410841308125207e-05	6.434139371747388e-05	7.890580517101006e-05	-1.0237755105037702e-05	-9.389227531266721e-07	1.915966678718098e-05	1.0162136541879598e-05	-6.490055634847503e-05	-0.00010311039881291056	-3.6722374065340095e-06	1.5064050152605449e-05	-3.505727997523429e-05	2.7274583139363403e-05	0.00011086922063136909	1.4517804316423503e-06	1.633177632155059e-05	-1.4543676677865088e-05	-4.9577638922083856e-05	1.0071532798562799e-05	0.00011253202263503619	-2.7417216552071002e-06	6.460930676809186e-06	3.386139223592031e-05	-3.283667437736917e-05	-8.136086942888846e-05	3.8126388466161007e-05	3.607449985533961e-05	-0.00019301782982418904	-0.00022832350379855965
407.0	0.0008440798104297761	0.0012495535800846282	0.0035457481382662917	0.005114843431551985	0.028330976223167745	0.046288995905900826	0.04974770636410232	0.019425169083835063	0.007648950625608126	0.009196910531321012	0.006414467624835526	0.0004984792029186993	8.554436050636012e-05	7.21928915871436e-05	9.08616351052468e-05	9.800611280065855e-05	-1.0482384245361399e-05	-2.0238641188845061e-07	3.8527256240581256e-05	5.950521237809384e-06	1.8776888856614706e-05	-6.470288579211711e-05	-3.5932729166901828e-06	2.343632969179239e-05	-6.086827800321953e-06	3.256146132152772e-05	0.0001192926442632223	3.851449537153635e-05	3.7725306809016265e-05	1.6488144305371972e-06	-3.4131024838127685e-05	6.822752603986518e-06	0.00010625983478757986	4.508443145370277e-05	2.1051096763106736e-05	-8.823693310260358e-06	-5.6960825265143336e-05	-2.7626769534517115e-05	4.074077215428051e-05	6.710217928516521e-05	-0.0001184794518735381	8.352643313489191e-05
408.0	0.0007628631299744573	0.0011202270314133649	0.00322483307399229	0.004649003596108979	0.02435141122845973	0.04083082635281995	0.05264476539089078	0.02281339161609243	0.009785630148599098	0.011554750152724589	0.007817479752302145	0.0006469614365608961	0.00010971336891085583	7.057884109829891e-05	8.405430041747598e-05	9.449502683932614e-05	-9.806202272374493e-06	-3.950921440047787e-07	3.924006707252746e-05	-5.873268522060382e-06	8.460169483713503e-05	6.725783866108423e-08	-7.469561023963915e-06	2.1257243236387564e-05	2.9489404219527792e-05	5.9669595220257855e-05	8.192177706287035e-05	7.381650983987157e-05	8.145026547006676e-05	1.2809209775060101e-05	-1.4115431277987433e-05	4.460003371567444e-06	0.0001541417858244681	8.158777210374547e-05	3.4413546078745486e-05	-3.141277602639427e-05	-5.41443683421923e-05	2.3449319387569427e-05	3.0014755231462574e-05	7.081255833039681e-05	4.167441716392815e-05	0.0003586343966060454
409.0	0.0006904521993913535	0.0009940477528929883	0.002730789030944026	0.004199236142300622	0.021377293512442816	0.034760511062854105	0.0535345325097918	0.02651814685260256	0.01212329313951522	0.014070339971813504	0.009336018252475384	0.0008451502662951246	0.00014110769668561107	9.704926911534618e-05	9.469076086711748e-05	0.00010994380506918866	-9.45651044647183e-06	-8.895537940958841e-07	1.933605521931268e-05	-2.3061329862065056e-05	4.4963464994352725e-05	4.457297703749075e-05	-1.4325437947704583e-05	2.3895084735035426e-05	4.1591805131116076e-05	7.702382157444735e-05	3.783269397350661e-05	5.8839323398392555e-05	7.132587385785244e-05	9.309188467696909e-06	-6.3775542316970245e-06	-8.561824013757885e-07	0.00018393719595785748	4.627885496469265e-05	3.6100488034167064e-05	-2.782191096651811e-05	-3.6962568474061853e-05	3.3246752368667185e-06	1.030900356225959e-05	2.9708701732826348e-05	0.0001537389374638156	0.00027676329744555074
410.0	0.0006297751952389837	0.0008793194284541196	0.0022831595002974154	0.0036538120945699107	0.019024173628415634	0.029689181441818997	0.05239256274911035	0.03050116887945903	0.014519348498152802	0.01650347902091222	0.011016546001253921	0.0010985452932193935	0.000179320026529373	9.608083882203954e-05	0.0001250401280167615	0.00013494273711387545	-9.045225329905007e-06	-3.691407694230686e-07	1.592013696494846e-05	-2.883018279258733e-05	-8.859184885093807e-05	4.268321983997517e-05	-1.5287276197895902e-05	4.971439201256393e-06	3.1153690866056974e-05	6.590803983518264e-05	3.848357738518042e-05	2.266661436438157e-05	1.5930671780632125e-07	1.1398132797037468e-06	-8.855069643687565e-06	8.004127220195846e-06	0.0001297585137115899	-4.259178742248008e-05	2.442933274061057e-05	-9.587633984389861e-06	-2.577369217676692e-05	-4.9512552492027995e-05	-1.1004389334073072e-06	-4.110433096658162e-05	0.00014948948325430142	-4.019827854083191e-05
411.0	0.000581066243684501	0.0007887125275689114	0.0019670852133904576	0.0030303592263225933	0.0168236204544265	0.026146656953274252	0.050028209109401964	0.03465912448854391	0.01767450463716926	0.019582131878939354	0.013048056194788773	0.0014076085455385133	0.00022550399521551124	0.00013239697482103703	0.00014957489678726782	0.00018100818492655668	-7.485091501041797e-06	1.0055995390894457e-06	2.0131288476296047e-05	-1.2310125003341307e-05	-0.00013321413488679622	1.6800000984306076e-05	-8.352845065142745e-06	2.033973314990117e-05	2.3009082970992066e-05	4.567757886308528e-05	3.98718158584653e-05	-3.4942345580031515e-06	-7.746436937960594e-05	-3.4514079014743934e-06	-7.741664713736062e-06	2.173760713363211e-05	5.009982529315753e-05	-7.615799967862265e-05	-1.5793611138256722e-07	1.3586031030305997e-05	-1.5184152465684531e-05	-8.121173065539375e-05	-7.17209704354609e-06	-9.331129963848017e-05	2.724485834711477e-05	-0.0002325035374408912
412.0	0.0005380666722445028	0.0007183582812463547	0.0016914456550788035	0.0027553141148005953	0.014971357950294863	0.022989725028997602	0.04704795339566941	0.03884529548868587	0.022165030803553462	0.023949919352451096	0.015514749095092718	0.001759269567369649	0.0002841056196376532	0.0001680674906244969	0.0001776551523743213	0.00019491208533343272	-5.9089462745300895e-06	2.62982955444953e-06	1.1282582602852356e-05	1.3705745115785334e-05	-1.2944831898377155e-05	5.910134996804185e-06	-1.8074408348791218e-07	2.0225044389090494e-05	2.02162108000955e-05	4.081021603799013e-05	2.9741330918939652e-05	-2.287023830273713e-05	-6.520538213842364e-05	-9.306230790388374e-06	3.7723029683685776e-07	4.312331544540964e-06	-8.897369780959108e-06	1.4471023469141584e-05	-2.1687808153456838e-05	4.080250866039256e-05	1.4738360908485748e-05	-9.118902911443994e-05	7.72175363763035e-06	-8.50447689270576e-05	-0.00010074634053390418	-4.485924656041185e-05
413.0	0.0004944470400283688	0.0006562705674274156	0.0014548170673133241	0.002257588748050137	0.013033480793894167	0.01988424702554929	0.04347834174740004	0.042743436372345706	0.02644823125982554	0.027630757298442405	0.018316873940790387	0.002151345841058345	0.0003599209480529951	0.00018775890658839775	0.0001907025438592151	0.00021892791330894656	-5.7940538809055525e-06	4.124209837289553e-06	-2.4123938005765762e-05	1.6138783621817253e-05	0.00013174088806889206	9.403482428982e-06	6.695768660055984e-06	1.6325626521523877e-05	1.8578479479954548e-05	5.5311826476385206e-05	3.1745291600223624e-05	-5.94259714488452e-05	-2.7289996922228626e-06	-1.5897155336621946e-05	1.3346401178330725e-05	-1.2079241255366496e-05	3.561400263179021e-05	0.0001607452353221774	-3.0474204269005797e-05	6.402099743814561e-05	4.561088840355998e-05	-0.00011752522543628541	3.899489617432635e-05	-3.842736603985521e-05	-9.802900526635107e-05	0.00011943391583951326
414.0	0.0004509646014253812	0.0005974550138291923	0.0013212685623048886	0.001994468306773202	0.011213177982843893	0.01792821842921153	0.03938284182184823	0.045990031989608965	0.03138971271550425	0.03181134787070088	0.021286392283957928	0.0026116669138577155	0.000453973501382422	0.00021180825887217797	0.0002430339292714514	0.00027047065522130655	-5.882515980777767e-06	5.661274222263081e-06	-3.8378026451567036e-05	-5.323723769346009e-06	0.00014188813871582413	4.087736721143033e-06	1.268962684906665e-05	7.953346982336936e-06	2.042296615990655e-05	9.560495076180968e-05	6.123440878374664e-05	-7.074232861592755e-05	5.484703393857531e-05	-1.2849093581634409e-05	1.3925740645611847e-05	6.379737122907916e-06	0.00019683146231149653	0.0002161666115451918	-1.3706109783578305e-05	7.295748593146733e-05	5.255955688816495e-05	-9.959544317441508e-05	7.382794866672541e-05	9.530131659691198e-06	0.00010086196763456722	0.00013088633570425796
415.0	0.00041155334195375404	0.0005435898325953617	0.0011088438613746274	0.0016950553908373798	0.009205782661930445	0.015568510435829658	0.035184789539009935	0.04867741369109413	0.03721014145909503	0.03665406860604396	0.024315193713270625	0.0032156945771512143	0.0005674378676424041	0.00024328224340464273	0.00029337984206642144	0.0003258053699719053	-4.6502497555546195e-06	7.307612261157217e-06	-1.1272915199823391e-05	-1.7095344524415383e-05	6.925240057833901e-05	8.329890618108165e-06	1.112945984862206e-05	1.678438156476691e-05	2.8927720142300955e-05	0.00015622112623615188	8.91268297633125e-05	-3.54870655916285e-05	5.2104328376582485e-05	8.314535985439758e-07	-5.325545081829078e-06	1.3320312993139078e-05	0.00036334634783450595	0.0001329525892844875	1.3858407485093455e-05	6.392690074867791e-05	3.320415347276659e-05	-1.024317001379209e-05	7.609013663671556e-05	4.201507466338569e-05	0.00031855317582052194	0.00014849222153211697
416.0	0.0003805321651667778	0.0004958872454738787	0.0010077570398863657	0.001488706749205419	0.007535247171743209	0.013228448484945875	0.0313626193081478	0.05034625153306069	0.04375205492595573	0.0418636111344047	0.02743511300515546	0.0039180361676401584	0.0007107625839911716	0.0003039705417851895	0.00036046045263549387	0.0003992572882829792	-2.8803945587374294e-06	9.260633781385842e-06	4.8855478587106454e-05	7.111760979349015e-06	4.0228549113076496e-05	5.107889384099637e-05	6.155892882309519e-06	1.6325626521523877e-05	4.0210963351014963e-05	0.00020793881263544883	0.0001274390893416317	3.5698941115401656e-05	4.7991355200107095e-05	1.6132915425032002e-05	-1.0395592527620225e-05	1.5683062225558154e-05	0.00039209783779305606	1.393312387523135e-05	5.208297744067141e-05	5.416104120256928e-05	2.3666308795547485e-05	9.45885269294325e-05	5.116940248124615e-05	6.86913587057712e-05	0.0004048150748612954	0.000604075782254872
417.0	0.0003574280188747904	0.00045480602302263136	0.0008861681024906257	0.0013049112882543383	0.006152815484150755	0.011194147560560168	0.02821589352414314	0.05018548140721407	0.04800354417129294	0.04490945195131328	0.030936545976934036	0.004673572036525019	0.0009030502035427086	0.0003596552836503193	0.00042286102060672413	0.00043745790354227576	-2.0190811229517036e-06	1.1559958408622644e-05	7.363433783971118e-05	4.8241779739198333e-05	6.460901177524242e-05	0.00011786025251912859	1.2970858283194666e-05	2.8712012689088436e-05	4.884650583786648e-05	0.00022256720339516273	0.00017853197922066652	9.307541453642003e-05	7.149939331908165e-05	2.4487649502423454e-05	2.092990629661176e-05	-4.252634422978129e-06	0.0003042706694240652	-2.3251252642886898e-05	7.005762131899522e-05	5.383667180596582e-05	3.707557189382262e-05	0.00011826333932678077	2.9244737273889075e-05	7.261003082126772e-05	0.00036926046564283944	0.0012183495557593768
418.0	0.0003368850737260972	0.0004176267047599471	0.0008306415385745387	0.001177369163024534	0.005249779192778769	0.009971415296512284	0.025626928603517153	0.04786004068558109	0.05405273102962767	0.04978477439417799	0.03458996710225516	0.005463231584108065	0.0011410798191173958	0.0004353542515771184	0.0005241201240873113	0.0005861875048643168	-1.383699328565919e-06	1.3970233758409849e-05	2.1089040483889764e-05	6.511914843367392e-05	7.868747249219278e-05	0.0001509604883730607	3.221573993640555e-05	2.2633508366117e-05	4.52771766385136e-05	0.00020013424437817493	0.00018765653713283582	0.00010966570386523308	0.0001225467799844495	2.1600371177403507e-05	4.913999511448131e-05	-2.0375570175855357e-06	0.0002425149793803866	-8.849324620269767e-06	4.926484503800096e-05	4.001910504766339e-05	5.2539393505495434e-05	4.5640333458663206e-05	2.4511583598148238e-05	4.925616441018765e-05	0.0002994503083862032	0.001396933642013433
419.0	0.0003135429052163881	0.00038073563487117635	0.0007648639167047123	0.0010713432906282122	0.004285156339556561	0.008384139799444261	0.02318647242353283	0.044824330858346535	0.058609741389971874	0.053314803151182116	0.03779847381758288	0.006399544870368673	0.0014149441267446506	0.0005460781151118394	0.0006602668178427228	0.00066301006569827	5.241883354621248e-07	1.579970362119499e-05	-0.00011482179358919886	3.786537831342565e-05	2.6231451924434046e-05	7.584454565914023e-05	3.69306953729686e-05	1.6325626521523877e-05	7.150649387683276e-06	0.00014781087479488433	0.00011081801279683471	2.7261379850080035e-05	0.00010693937370745943	5.955724424866739e-06	7.945865948682702e-06	-1.5945415365069328e-06	0.00018054719312135648	-4.057488051238223e-05	-1.4350545844498524e-05	-1.6121945225155817e-05	2.923204622938766e-05	-0.00010007271395307136	-1.948736754939093e-06	1.565924601899883e-05	0.00014610782864216932	0.0006196357480922606
420.0	0.0002887260970439004	0.00034402835983968064	0.0006390037051615817	0.0009080271546632178	0.003718979878910782	0.0070220141862432535	0.02059844242558618	0.0418809585945589	0.06136577366722185	0.0557992635979278	0.040108776248921944	0.007460391884563351	0.0017217837065328073	0.0006671319017751644	0.0008035044852312288	0.0008172169611199891	3.1125529562031097e-06	1.664223698958224e-05	-0.00023423950770260182	-1.0291693496131106e-05	-6.955166320628194e-05	-9.498768733533922e-05	2.051951507384657e-05	1.139400980666019e-05	-5.077118930093438e-05	8.17198064455915e-05	-1.7121680130315922e-05	-0.00011748134959738619	2.765284323179888e-05	-1.3036015598674096e-05	-7.918072734549568e-05	5.49370616075071e-06	1.0427298410288296e-05	-0.00013102189320212483	-5.012998797402511e-05	-8.020177918027579e-05	-2.771762331603496e-05	-0.00022329680732021437	-4.955777824134892e-05	8.309881132639145e-06	-6.273965994903639e-05	-0.00041983744079888215
421.0	0.0002665625910391068	0.00031332223798191075	0.0005624055221183639	0.0007708934468449929	0.0032353853989277987	0.005990441034121245	0.01820965416033744	0.03884099430330866	0.05903532771051849	0.05405223274196187	0.04215791564587949	0.008687876847207404	0.0021032338859253057	0.0007977085863226708	0.0009339784000801647	0.0009471271416892883	4.875907370544685e-06	1.720582281547197e-05	-0.00025989428827906776	-3.700904398293234e-05	-0.00015432758158793534	-0.00023748860814542318	6.303705726857192e-06	2.8138568885034397e-05	-7.545664266255616e-05	4.2985796869364104e-05	-0.00010165464913816842	-0.00021540302795616684	-5.7278066680783965e-05	-2.0243373255330485e-05	-0.00012843577378775995	1.0635513499646832e-06	-0.00019790942884155736	-0.00016573411913221653	-3.910154383978491e-05	-8.832391620282262e-05	-7.244657247593613e-05	-0.00023498538779680143	-7.435181536348274e-05	1.6973128705636838e-05	-0.00016407024651705795	-0.0007886514127144799
